received_at_server,timestamp_ms_esp32,status,latency_ms
2026-09-13T23:23:00,1301672,OK,34.0
2026-09-13T23:23:05,1306760,OK,34.0
2026-09-13T23:23:11,1311880,OK,34.3
2026-09-13T23:23:16,1317019,OK,37.4
2026-09-13T23:23:21,1322120,OK,34.2
2026-09-13T23:23:26,1327240,OK,34.1
2026-09-13T23:23:31,1332371,OK,34.7
2026-09-13T23:23:36,1337483,OK,34.1
2026-09-13T23:23:41,1342604,OK,33.2
2026-09-13T23:23:47,1347800,OK,34.2
2026-09-13T23:23:52,1353432,OK,34.1
2026-09-13T23:23:58,1359055,OK,34.1
2026-09-13T23:24:03,1364132,OK,34.2
2026-09-13T23:24:08,1369243,OK,34.8
2026-09-13T23:24:13,1374434,OK,34.1
2026-09-13T23:24:19,1379857,OK,34.0
2026-09-13T23:24:24,1385474,OK,37.3
2026-09-13T23:24:29,1390561,OK,34.2
2026-09-13T23:24:34,1395643,OK,34.0
2026-09-13T23:24:40,1400752,OK,34.1
2026-09-13T23:24:45,1406174,OK,34.2
2026-09-13T23:24:50,1411251,OK,34.2
2026-09-13T23:24:55,1416329,OK,38.2
2026-09-13T23:25:00,1421461,OK,35.9
2026-09-13T23:25:05,1426542,OK,38.7
2026-09-13T23:25:11,1431634,OK,39.1
2026-09-13T23:25:16,1437099,OK,34.3
2026-09-13T23:25:21,1442376,OK,34.1
2026-09-13T23:25:26,1447459,OK,34.1
2026-09-13T23:25:31,1452671,OK,33.9
2026-09-13T23:25:36,1457801,OK,34.0
2026-09-13T23:25:42,1462961,OK,34.1
2026-09-13T23:25:47,1468434,OK,34.1
2026-09-13T23:25:52,1473761,OK,34.3
2026-09-13T23:25:58,1478868,OK,39.5
2026-09-13T23:26:03,1484206,OK,38.6
2026-09-13T23:26:08,1489297,OK,34.1
2026-09-13T23:26:13,1494374,OK,35.5
2026-09-13T23:26:18,1499478,OK,34.1
2026-09-13T23:26:24,1504555,OK,34.2
2026-09-13T23:26:29,1510009,OK,34.1
2026-09-13T23:26:34,1515436,OK,34.0
2026-09-13T23:26:40,1520853,OK,39.7
2026-09-13T23:26:45,1526120,OK,35.4
2026-09-13T23:26:50,1531248,OK,34.2
2026-09-13T23:26:56,1536524,OK,34.4
2026-09-13T23:27:01,1542148,OK,34.2
2026-09-13T23:27:06,1547474,OK,34.0
2026-09-13T23:27:11,1552727,OK,34.2
2026-09-13T23:27:17,1557804,OK,34.2
2026-09-13T23:27:22,1563069,OK,34.9
2026-09-13T23:27:27,1568190,OK,34.1
2026-09-13T23:27:32,1573311,OK,34.2
2026-09-13T23:27:37,1578404,OK,35.3
2026-09-13T23:27:42,1583850,OK,34.0
2026-09-13T23:27:48,1588977,OK,34.1
2026-09-13T23:27:53,1594054,OK,34.1
2026-09-13T23:27:59,1599697,OK,34.2
2026-09-13T23:28:04,1605139,OK,34.1
2026-09-13T23:28:09,1610226,OK,35.7
2026-09-13T23:28:14,1615687,OK,34.0
2026-09-13T23:28:20,1620934,OK,34.0
2026-09-13T23:28:25,1626011,OK,35.8
2026-09-13T23:28:30,1631103,OK,34.5
2026-09-13T23:28:35,1636270,OK,36.7
2026-09-13T23:28:40,1641354,OK,34.4
2026-09-13T23:28:45,1646514,OK,34.1
2026-09-13T23:28:50,1651829,OK,34.0
2026-09-13T23:28:55,1656924,OK,33.9
2026-09-13T23:29:01,1662000,OK,34.0
2026-09-13T23:29:06,1667080,OK,33.7
2026-09-13T23:29:11,1672157,OK,39.2
2026-09-13T23:29:16,1677249,OK,34.3
2026-09-13T23:29:21,1682326,OK,34.4
2026-09-13T23:29:26,1687415,OK,34.0
2026-09-13T23:29:31,1692492,OK,41.4
2026-09-13T23:29:36,1697621,OK,37.7
2026-09-13T23:29:41,1702701,OK,33.9
2026-09-13T23:29:46,1707777,OK,36.2
2026-09-13T23:29:52,1712908,OK,37.6
2026-09-13T23:29:57,1718403,OK,34.2
2026-09-13T23:30:02,1723632,OK,36.5
2026-09-13T23:30:07,1728766,OK,40.4
2026-09-13T23:30:13,1733859,OK,34.1
2026-09-13T23:30:18,1739095,OK,35.4
2026-09-13T23:30:23,1744228,OK,34.0
2026-09-13T23:30:28,1749426,OK,33.8
2026-09-13T23:30:33,1754512,OK,34.1
2026-09-13T23:30:38,1759589,OK,34.2
2026-09-13T23:30:43,1764701,OK,34.0
2026-09-13T23:30:49,1769915,OK,34.9
2026-09-13T23:30:54,1775012,OK,33.8
2026-09-13T23:30:59,1780140,OK,34.3
2026-09-13T23:31:04,1785367,OK,34.2
2026-09-13T23:31:11,1790703,OK,34.2
2026-09-13T23:31:16,1797749,OK,34.1
2026-09-13T23:31:22,1802836,OK,37.6
2026-09-13T23:31:27,1808193,OK,34.4
2026-09-13T23:31:32,1813628,OK,37.8
2026-09-13T23:31:37,1818719,OK,34.1
2026-09-13T23:31:42,1823875,OK,34.1
2026-09-13T23:31:48,1828974,OK,34.0
2026-09-13T23:31:53,1834050,OK,36.9
2026-09-13T23:31:58,1839140,OK,37.5
2026-09-13T23:32:03,1844262,OK,34.1
2026-09-13T23:32:08,1849384,OK,37.6
2026-09-13T23:32:13,1854504,OK,35.7
2026-09-13T23:32:18,1859714,OK,34.2
2026-09-13T23:32:24,1864790,OK,39.2
2026-09-13T23:32:29,1870256,OK,37.5
2026-09-13T23:32:34,1875873,OK,39.9
2026-09-13T23:32:40,1880958,OK,34.7
2026-09-13T23:32:45,1886043,OK,34.2
2026-09-13T23:32:50,1891263,OK,37.2
2026-09-13T23:32:55,1896415,OK,35.1
2026-09-13T23:33:00,1901517,OK,34.3
2026-09-13T23:33:05,1906625,OK,34.1
2026-09-13T23:33:11,1911837,OK,38.7
2026-09-13T23:33:16,1917607,OK,44.2
2026-09-13T23:33:22,1922750,OK,86.3
2026-09-13T23:33:35,1936027,OK,274.0
2026-09-13T23:33:41,1942275,OK,38.5
2026-09-13T23:33:46,1947440,OK,42.9
2026-09-13T23:33:51,1952713,OK,37.9
2026-09-13T23:33:57,1957939,OK,48.0
2026-09-13T23:34:02,1963060,OK,92.3
2026-09-13T23:34:14,1975403,OK,219.6
2026-09-13T23:34:20,1980852,OK,36.5
2026-09-13T23:34:25,1986113,OK,41.6
2026-09-13T23:34:30,1991219,OK,43.1
2026-09-13T23:34:36,1996408,OK,40.6
2026-09-13T23:34:41,2002545,OK,45.0
2026-09-13T23:34:47,2007648,OK,39.6
2026-09-13T23:34:52,2013116,OK,161.5
2026-09-13T23:34:57,2018736,OK,40.5
2026-09-13T23:35:03,2023938,OK,56.3
2026-09-13T23:35:08,2029789,OK,41.4
2026-09-13T23:35:14,2034898,OK,37.3
2026-09-13T23:35:19,2040534,OK,38.3
2026-09-13T23:35:25,2045940,OK,42.8
2026-09-13T23:35:30,2051033,OK,37.5
2026-09-13T23:35:35,2056331,OK,44.3
2026-09-13T23:35:41,2061526,OK,37.6
2026-09-13T23:35:46,2067160,OK,43.4
2026-09-13T23:35:52,2072895,OK,47.1
2026-09-13T23:35:58,2078537,OK,45.9
2026-09-13T23:36:03,2084699,OK,37.4
2026-09-13T23:36:08,2089831,OK,42.8
2026-09-13T23:36:21,2102005,OK,185.4
2026-09-13T23:36:26,2107247,OK,36.5
2026-09-13T23:36:31,2112449,OK,41.8
2026-09-13T23:37:10,2150956,OK,181.7
2026-09-13T23:37:15,2156396,OK,35.0
2026-09-13T23:37:21,2161596,OK,34.3
2026-09-13T23:37:26,2167311,OK,38.0
2026-09-13T23:37:31,2172683,OK,34.4
2026-09-13T23:37:37,2177796,OK,34.2
2026-09-13T23:37:42,2183117,OK,35.3
2026-09-13T23:37:47,2188236,OK,35.0
2026-09-13T23:37:52,2193338,OK,34.5
2026-09-13T23:37:58,2198872,OK,35.6
2026-09-13T23:38:03,2204262,OK,34.2
2026-09-13T23:38:09,2209720,OK,34.3
2026-09-13T23:38:14,2215246,OK,39.3
2026-09-13T23:38:19,2220344,OK,34.8
2026-09-13T23:38:25,2225901,OK,34.3
2026-09-13T23:38:31,2231236,OK,37.8
2026-09-13T23:38:36,2237151,OK,36.8
2026-09-13T23:38:42,2242691,OK,38.3
2026-09-13T23:38:47,2248410,OK,35.6
2026-09-13T23:38:53,2253765,OK,34.8
2026-09-13T23:38:59,2259982,OK,34.3
2026-09-13T23:39:04,2265625,OK,33.9
2026-09-13T23:39:10,2270705,OK,36.7
2026-09-13T23:39:15,2276086,OK,41.0
2026-09-13T23:39:20,2281203,OK,33.7
2026-09-13T23:39:28,2286741,OK,33.9
2026-09-13T23:39:33,2294043,OK,35.9
2026-09-13T23:39:38,2299140,OK,34.4
2026-09-13T23:39:43,2304251,OK,34.4
2026-09-13T23:39:48,2309380,OK,41.0
2026-09-13T23:39:53,2314581,OK,34.3
2026-09-13T23:39:59,2319934,OK,34.3
2026-09-13T23:40:04,2325023,OK,36.2
2026-09-13T23:40:09,2330550,OK,40.2
2026-09-13T23:40:14,2335786,OK,36.4
2026-09-13T23:40:20,2341009,OK,53.8
2026-09-13T23:40:27,2346256,OK,35.1
2026-09-13T23:40:32,2353331,OK,36.2
2026-09-13T23:40:38,2359002,OK,35.3
2026-09-13T23:40:43,2364336,OK,35.3
2026-09-13T23:40:49,2369681,OK,45.8
2026-09-13T23:40:54,2375306,OK,39.2
2026-09-13T23:40:59,2380587,OK,37.1
2026-09-13T23:41:05,2385714,OK,234.4
2026-09-13T23:41:11,2391263,OK,42.8
2026-09-13T23:41:16,2397407,OK,43.2
2026-09-13T23:41:21,2402559,OK,36.2
2026-09-13T23:41:26,2407662,OK,83.4
2026-09-13T23:41:39,2419907,OK,238.5
2026-09-13T23:41:44,2425269,OK,34.4
2026-09-13T23:41:49,2430392,OK,36.9
2026-09-13T23:41:55,2435851,OK,35.4
2026-09-13T23:42:00,2441141,OK,34.4
2026-09-13T23:42:05,2446232,OK,34.4
2026-09-13T23:42:10,2451331,OK,34.5
2026-09-13T23:42:23,2463539,OK,333.6
2026-09-13T23:42:28,2469523,OK,36.0
2026-09-13T23:42:35,2475024,OK,34.3
2026-09-13T23:42:41,2482001,OK,35.4
2026-09-13T23:42:46,2487328,OK,39.3
2026-09-13T23:42:51,2492652,OK,50.5
2026-09-13T23:42:56,2497761,OK,42.3
2026-09-13T23:43:02,2502907,OK,35.8
2026-09-13T23:43:07,2508221,OK,34.3
2026-09-13T23:43:14,2513753,OK,35.9
2026-09-13T23:43:20,2520816,OK,36.8
2026-09-13T23:43:25,2526047,OK,38.1
2026-09-13T23:43:30,2531151,OK,34.9
2026-09-13T23:43:35,2536274,OK,42.8
2026-09-13T23:43:41,2541912,OK,64.1
2026-09-13T23:43:47,2547826,OK,37.6
2026-09-13T23:43:52,2553102,OK,36.4
2026-09-13T23:43:57,2558184,OK,34.6
2026-09-13T23:44:02,2563338,OK,35.6
2026-09-13T23:44:07,2568532,OK,34.9
2026-09-13T23:44:13,2573861,OK,157.1
2026-09-13T23:44:18,2579175,OK,34.3
2026-09-13T23:44:25,2584406,OK,36.6
2026-09-13T23:44:37,2598632,OK,204.5
2026-09-13T23:44:43,2603975,OK,37.3
2026-09-13T23:44:50,2609071,OK,40.2
2026-09-13T23:44:55,2616242,OK,35.0
2026-09-13T23:45:02,2621676,LOST,-1.0
2026-09-13T23:45:07,2628132,OK,65.0
2026-09-13T23:45:12,2633326,OK,76.0
2026-09-13T23:45:20,2638885,OK,35.1
2026-09-13T23:45:25,2645998,OK,43.8
2026-09-13T23:45:32,2651387,OK,37.9
2026-09-13T23:45:37,2658490,OK,34.5
2026-09-13T23:45:42,2663586,OK,34.4
2026-09-13T23:45:50,2668720,OK,34.7
2026-09-13T23:46:02,2682824,OK,189.6
2026-09-13T23:46:07,2688233,OK,46.0
2026-09-13T23:46:17,2693500,OK,47.1
2026-09-13T23:46:20,2700805,OK,183.0
2026-09-13T23:46:25,2706511,OK,43.1
2026-09-13T23:46:38,2719614,OK,259.5
2026-09-13T23:46:44,2724927,OK,35.5
2026-09-13T23:46:49,2730025,OK,34.4
2026-09-13T23:46:57,2735456,OK,40.5
2026-09-13T23:47:11,2750765,OK,675.5
2026-09-13T23:47:16,2757060,OK,34.4
2026-09-13T23:47:39,2769636,LOST,-1.0
2026-09-13T23:47:54,2793887,LOST,-1.0
2026-09-13T23:48:05,2800849,OK,450.6
2026-09-13T23:48:07,2808608,OK,51.9
2026-09-13T23:48:14,2813897,LOST,-1.0
2026-09-13T23:48:19,2820260,OK,119.9
2026-09-13T23:48:27,2825601,OK,38.3
2026-09-13T23:48:33,2832676,OK,83.4
2026-09-13T23:48:38,2839061,OK,45.8
2026-09-13T23:48:43,2844392,OK,39.1
2026-09-13T23:48:48,2849751,OK,39.3
2026-09-13T23:49:10,2870960,OK,42.2
2026-09-13T23:49:19,2876170,OK,36.8
2026-09-13T23:49:22,2883264,OK,36.9
2026-09-13T23:49:27,2888651,OK,40.2
2026-09-13T23:49:33,2893869,OK,38.2
2026-09-13T23:49:39,2899272,OK,453.1
2026-09-13T23:49:45,2905801,OK,75.1
2026-09-13T23:49:50,2911564,OK,38.0
2026-09-13T23:49:56,2916913,OK,43.0
2026-09-13T23:50:01,2922192,OK,197.5
2026-09-13T23:50:07,2927465,OK,38.4
2026-09-13T23:50:22,2941299,LOST,-1.0
2026-09-13T23:50:27,2948771,OK,38.1
2026-09-13T23:50:33,2953986,OK,35.9
2026-09-13T23:50:38,2959159,OK,43.6
2026-09-13T23:50:43,2964259,OK,40.5
2026-09-13T23:50:48,2969563,OK,34.8
2026-09-13T23:50:54,2974952,OK,36.9
2026-09-13T23:50:59,2980483,OK,38.6
2026-09-13T23:51:04,2985641,OK,36.6
2026-09-13T23:51:10,2990837,OK,36.6
2026-09-13T23:51:15,2996182,OK,36.7
2026-09-13T23:51:22,3001405,OK,48.2
2026-09-13T23:51:27,3008497,OK,40.0
2026-09-13T23:51:33,3013978,OK,34.9
2026-09-13T23:51:38,3019252,OK,35.0
2026-09-13T23:51:43,3024335,OK,34.8
2026-09-13T23:51:48,3029455,OK,36.6
2026-09-13T23:51:53,3034546,OK,34.3
2026-09-13T23:51:58,3039624,OK,34.7
2026-09-13T23:52:03,3044711,OK,34.8
2026-09-13T23:52:09,3049924,OK,43.6
2026-09-13T23:52:14,3055534,OK,35.3
2026-09-13T23:52:19,3060613,OK,34.7
2026-09-13T23:52:24,3065734,OK,34.7
2026-09-13T23:52:29,3070830,OK,34.8
2026-09-13T23:52:35,3075972,OK,35.7
2026-09-13T23:52:40,3081064,OK,34.5
2026-09-13T23:52:45,3086275,OK,34.6
2026-09-13T23:52:50,3091367,OK,34.1
2026-09-13T23:52:55,3096657,OK,34.2
2026-09-13T23:53:00,3101748,OK,34.2
2026-09-13T23:53:06,3106868,OK,34.4
2026-09-13T23:53:11,3112030,OK,33.9
2026-09-13T23:53:16,3117501,OK,33.8
2026-09-13T23:53:21,3122739,OK,35.3
2026-09-13T23:53:27,3127817,OK,37.3
2026-09-13T23:53:32,3133561,OK,34.4
2026-09-13T23:53:37,3138658,OK,36.4
2026-09-13T23:53:43,3143818,OK,34.2
2026-09-13T23:53:48,3149246,OK,34.4
2026-09-13T23:53:53,3154483,OK,42.0
2026-09-13T23:53:58,3159616,OK,34.3
2026-09-13T23:54:03,3164725,OK,34.3
2026-09-13T23:54:08,3169845,OK,34.4
2026-09-13T23:54:14,3174922,OK,34.1
2026-09-13T23:54:19,3180376,OK,34.3
2026-09-13T23:54:24,3185633,OK,36.6
2026-09-13T23:54:29,3190735,OK,35.4
2026-09-13T23:54:35,3195936,OK,35.2
2026-09-13T23:54:40,3201015,OK,34.4
2026-09-13T23:54:46,3206678,OK,34.2
2026-09-13T23:54:51,3212410,OK,35.4
2026-09-13T23:54:57,3218049,OK,34.0
2026-09-13T23:55:02,3223297,OK,35.6
2026-09-13T23:55:07,3228376,OK,34.4
2026-09-13T23:55:12,3233494,OK,34.1
2026-09-13T23:55:17,3238611,OK,34.2
2026-09-13T23:55:22,3243698,OK,34.2
2026-09-13T23:55:27,3248797,OK,34.2
2026-09-13T23:55:33,3253917,OK,34.4
2026-09-13T23:55:38,3259038,OK,37.5
2026-09-13T23:55:43,3264257,OK,35.9
2026-09-13T23:55:48,3269381,OK,34.2
2026-09-13T23:55:53,3274500,OK,34.2
2026-09-13T23:55:59,3279588,OK,35.5
2026-09-13T23:56:04,3285030,OK,34.1
2026-09-13T23:56:10,3290647,OK,34.2
2026-09-13T23:56:15,3296099,OK,35.3
2026-09-13T23:56:20,3301217,OK,33.6
2026-09-13T23:56:26,3306623,OK,34.4
2026-09-13T23:56:31,3312257,OK,33.9
2026-09-13T23:56:36,3317516,OK,36.1
2026-09-13T23:56:41,3322599,OK,34.0
2026-09-13T23:56:46,3327749,OK,34.2
2026-09-13T23:56:51,3332908,OK,34.5
2026-09-13T23:56:57,3337991,OK,34.1
2026-09-13T23:57:02,3343070,OK,34.1
2026-09-13T23:57:07,3348319,OK,34.1
2026-09-13T23:57:12,3353405,OK,34.2
2026-09-13T23:57:17,3358482,OK,35.2
2026-09-13T23:57:22,3363580,OK,40.5
2026-09-13T23:57:27,3368663,OK,34.4
2026-09-13T23:57:33,3373931,OK,34.0
2026-09-13T23:57:38,3379012,OK,34.9
2026-09-13T23:57:43,3384652,OK,34.1
2026-09-13T23:57:48,3389729,OK,35.2
2026-09-13T23:57:54,3394812,OK,34.3
2026-09-13T23:57:59,3400072,OK,34.3
2026-09-13T23:58:04,3405166,OK,34.2
2026-09-13T23:58:09,3410367,OK,34.6
2026-09-13T23:58:14,3415484,OK,37.5
2026-09-13T23:58:19,3420726,OK,36.9
2026-09-13T23:58:25,3425888,OK,36.5
2026-09-13T23:58:30,3431171,OK,39.9
2026-09-13T23:58:35,3436381,OK,37.3
2026-09-13T23:58:41,3441996,OK,44.6
2026-09-13T23:58:46,3447083,OK,34.2
2026-09-13T23:58:51,3452167,OK,34.1
2026-09-13T23:58:56,3457287,OK,34.1
2026-09-13T23:59:01,3462364,OK,34.1
2026-09-13T23:59:06,3467456,OK,34.3
2026-09-13T23:59:11,3472543,OK,37.0
2026-09-13T23:59:16,3477696,OK,34.1
2026-09-13T23:59:21,3482785,OK,34.2
2026-09-13T23:59:27,3487907,OK,53.1
2026-09-13T23:59:32,3493139,OK,34.1
2026-09-13T23:59:37,3498348,OK,34.6
2026-09-13T23:59:42,3503563,OK,46.2
2026-09-13T23:59:47,3508915,OK,35.3
2026-09-13T23:59:53,3514001,OK,39.4
2026-09-13T23:59:58,3519348,OK,34.2
2026-09-14T00:00:03,3524510,OK,36.3
2026-09-14T00:00:08,3529600,OK,41.5
2026-09-14T00:00:13,3534712,OK,35.2
2026-09-14T00:00:19,3539820,OK,44.0
2026-09-14T00:00:24,3545082,OK,44.9
2026-09-14T00:00:29,3550407,OK,43.1
2026-09-14T00:00:34,3555625,OK,36.5
2026-09-14T00:00:40,3560944,OK,34.9
2026-09-14T00:00:45,3566035,OK,37.5
2026-09-14T00:00:50,3571155,OK,34.3
2026-09-14T00:00:55,3576406,OK,34.1
